alias,ingredient_id,standard_name,match_type
"casserole, homemade, fish, gravy sauce",AUS_F002301,"casserole, homemade, fish, gravy sauce",exact
"casserole, homemade, fish, tomato based sauce",AUS_F010702,"casserole, homemade, fish, tomato based sauce",exact
"casserole, homemade, goat",AUS_F010701,"casserole, homemade, goat",exact
"casserole, homemade, kangaroo",AUS_F002341,"casserole, homemade, kangaroo",exact
"casserole, homemade, lamb, dairy based sauce",AUS_F010694,"casserole, homemade, lamb, dairy based sauce",exact
"casserole, homemade, lamb, gravy sauce",AUS_F002344,"casserole, homemade, lamb, gravy sauce",exact
"casserole, homemade, lamb, tomato based sauce",AUS_F002345,"casserole, homemade, lamb, tomato based sauce",exact
"casserole, homemade, pork",AUS_F002351,"casserole, homemade, pork",exact
"casserole, homemade, rabbit",AUS_F002352,"casserole, homemade, rabbit",exact
"casserole, homemade, sausage",AUS_F002359,"casserole, homemade, sausage",exact
"casserole, homemade, seafood, dairy based sauce",AUS_F010713,"casserole, homemade, seafood, dairy based sauce",exact
"casserole, homemade, seafood, gravy sauce",AUS_F010711,"casserole, homemade, seafood, gravy sauce",exact
"casserole, homemade, seafood, tomato based sauce",AUS_F010712,"casserole, homemade, seafood, tomato based sauce",exact
"casserole, homemade, vegetable  and  legumes",AUS_F002361,"casserole, homemade, vegetable  and  legumes",exact
"casserole, homemade, vegetable, gravy sauce",AUS_F002364,"casserole, homemade, vegetable, gravy sauce",exact
"casserole, homemade, vegetable, tomato based sauce",AUS_F002365,"casserole, homemade, vegetable, tomato based sauce",exact
"casserole, homemade, venison",AUS_F002366,"casserole, homemade, venison",exact
"casserole, homemade, with tofu",AUS_F002362,"casserole, homemade, with tofu",exact
"casserole, wild caught meat",AUS_F002307,"casserole, wild caught meat",exact
cauliflower,AUS_F002378,"cauliflower, raw",generated
cauliflower  baked  roasted  fried  stir-fried  grilled or bbq d  added fat,AUS_F002373,"cauliflower, baked, roasted, fried, stir-fried, grilled or bbq d, added fat",generated
cauliflower  baked  roasted  fried  stir-fried  grilled or bbq d  no added fat,AUS_F002374,"cauliflower, baked, roasted, fried, stir-fried, grilled or bbq d, no added fat",generated
cauliflower  boiled  drained  no salt added,NZ_X1129,"cauliflower, boiled, drained, no salt added",generated
cauliflower  boiled  microwaved or steamed  drained,AUS_F002377,"cauliflower, boiled, microwaved or steamed, drained",generated
cauliflower  floret  frozen  boiled  drained  no salt added,NZ_X1217,"cauliflower, floret, frozen, boiled, drained, no salt added",generated
cauliflower  floret  frozen  steamed or microwaved  no salt added,NZ_X1218,"cauliflower, floret, frozen, steamed or microwaved, no salt added",generated
cauliflower  fresh  raw,NZ_X1128,"cauliflower, fresh, raw",generated
cauliflower  purple  cooked,AUS_F010245,"cauliflower, purple, cooked",generated
cauliflower  purple  raw,AUS_F010243,"cauliflower, purple, raw",generated
cauliflower  raw,AUS_F002378,"cauliflower, raw",generated
cauliflower baked roasted fried stir-fried grilled or bbq d added fat,AUS_F002373,"cauliflower, baked, roasted, fried, stir-fried, grilled or bbq d, added fat",generated
cauliflower baked roasted fried stir-fried grilled or bbq d no added fat,AUS_F002374,"cauliflower, baked, roasted, fried, stir-fried, grilled or bbq d, no added fat",generated
cauliflower boiled drained no salt added,NZ_X1129,"cauliflower, boiled, drained, no salt added",generated
cauliflower boiled microwaved or steamed drained,AUS_F002377,"cauliflower, boiled, microwaved or steamed, drained",generated
cauliflower floret frozen boiled drained no salt added,NZ_X1217,"cauliflower, floret, frozen, boiled, drained, no salt added",generated
cauliflower floret frozen steamed or microwaved no salt added,NZ_X1218,"cauliflower, floret, frozen, steamed or microwaved, no salt added",generated
cauliflower fresh raw,NZ_X1128,"cauliflower, fresh, raw",generated
cauliflower purple cooked,AUS_F010245,"cauliflower, purple, cooked",generated
cauliflower purple raw,AUS_F010243,"cauliflower, purple, raw",generated
cauliflower raw,AUS_F002378,"cauliflower, raw",generated
cauliflower rice,AUS_F010246,"cauliflower rice, raw",generated
cauliflower rice  cooked,AUS_F010247,"cauliflower rice, cooked",generated
cauliflower rice  raw,AUS_F010246,"cauliflower rice, raw",generated
cauliflower rice cooked,AUS_F010247,"cauliflower rice, cooked",generated
cauliflower rice raw,AUS_F010246,"cauliflower rice, raw",generated
"cauliflower rice, cooked",AUS_F010247,"cauliflower rice, cooked",exact
"cauliflower rice, raw",AUS_F010246,"cauliflower rice, raw",exact
"cauliflower, baked, roasted, fried, stir fried, grilled or bbq d, added fat",AUS_F002373,"cauliflower, baked, roasted, fried, stir-fried, grilled or bbq d, added fat",generated
"cauliflower, baked, roasted, fried, stir fried, grilled or bbq d, no added fat",AUS_F002374,"cauliflower, baked, roasted, fried, stir-fried, grilled or bbq d, no added fat",generated
"cauliflower, baked, roasted, fried, stir-fried, grilled or bbq d, added fat",AUS_F002373,"cauliflower, baked, roasted, fried, stir-fried, grilled or bbq d, added fat",exact
"cauliflower, baked, roasted, fried, stir-fried, grilled or bbq d, no added fat",AUS_F002374,"cauliflower, baked, roasted, fried, stir-fried, grilled or bbq d, no added fat",exact
"cauliflower, boiled, drained, no salt added",NZ_X1129,"cauliflower, boiled, drained, no salt added",exact
"cauliflower, boiled, microwaved or steamed, drained",AUS_F002377,"cauliflower, boiled, microwaved or steamed, drained",exact
"cauliflower, floret, frozen, boiled, drained, no salt added",NZ_X1217,"cauliflower, floret, frozen, boiled, drained, no salt added",exact
"cauliflower, floret, frozen, steamed or microwaved, no salt added",NZ_X1218,"cauliflower, floret, frozen, steamed or microwaved, no salt added",exact
"cauliflower, fresh, raw",NZ_X1128,"cauliflower, fresh, raw",exact
"cauliflower, purple, cooked",AUS_F010245,"cauliflower, purple, cooked",exact
"cauliflower, purple, raw",AUS_F010243,"cauliflower, purple, raw",exact
"cauliflower, raw",AUS_F002378,"cauliflower, raw",exact
celeriac,AUS_F002384,"celeriac, peeled, raw",generated
celeriac  peeled  cooked,AUS_F002383,"celeriac, peeled, cooked",generated
celeriac  peeled  raw,AUS_F002384,"celeriac, peeled, raw",generated
celeriac peeled cooked,AUS_F002383,"celeriac, peeled, cooked",generated
celeriac peeled raw,AUS_F002384,"celeriac, peeled, raw",generated
"celeriac, peeled, cooked",AUS_F002383,"celeriac, peeled, cooked",exact
"celeriac, peeled, raw",AUS_F002384,"celeriac, peeled, raw",exact
celery,AUS_F002390,"celery, raw",generated
celery  american green  stalk  raw,NZ_X1091,"celery, american green, stalk, raw",generated
celery  american green  stalk  stir fried,NZ_X1092,"celery, american green, stalk, stir fried",generated
celery  cooked,AUS_F002386,"celery, cooked",generated
celery  raw,AUS_F002390,"celery, raw",generated
celery american green stalk raw,NZ_X1091,"celery, american green, stalk, raw",generated
celery american green stalk stir fried,NZ_X1092,"celery, american green, stalk, stir fried",generated
celery cooked,AUS_F002386,"celery, cooked",generated
celery raw,AUS_F002390,"celery, raw",generated
"celery, american green, stalk, raw",NZ_X1091,"celery, american green, stalk, raw",exact
"celery, american green, stalk, stir fried",NZ_X1092,"celery, american green, stalk, stir fried",exact
"celery, cooked",AUS_F002386,"celery, cooked",exact
"celery, raw",AUS_F002390,"celery, raw",exact
cereal beverage,AUS_F010151,"cereal beverage, not further defined",generated
cereal beverage  not further defined,AUS_F010151,"cereal beverage, not further defined",generated
cereal beverage not further defined,AUS_F010151,"cereal beverage, not further defined",generated
"cereal beverage, not further defined",AUS_F010151,"cereal beverage, not further defined",exact
chai latte,AUS_F002396,"chai latte, made with chai mix powder  and  cow s milk",generated
chai latte  made with chai mix powder  and  cow s milk,AUS_F002396,"chai latte, made with chai mix powder  and  cow s milk",generated
chai latte  made with chai mix powder  and  dairy milk alternative,AUS_F010959,"chai latte, made with chai mix powder  and  dairy milk alternative",generated
chai latte  made with chai mix powder  and  water,AUS_F002399,"chai latte, made with chai mix powder  and  water",generated
chai latte made with chai mix powder  and  cow s milk,AUS_F002396,"chai latte, made with chai mix powder  and  cow s milk",generated
chai latte made with chai mix powder  and  dairy milk alternative,AUS_F010959,"chai latte, made with chai mix powder  and  dairy milk alternative",generated
chai latte made with chai mix powder  and  water,AUS_F002399,"chai latte, made with chai mix powder  and  water",generated
chai latte mix,AUS_F002394,"chai latte mix, with milk solids  and  sugar",generated
chai latte mix  with milk solids  and  sugar,AUS_F002394,"chai latte mix, with milk solids  and  sugar",generated
chai latte mix with milk solids  and  sugar,AUS_F002394,"chai latte mix, with milk solids  and  sugar",generated
"chai latte mix, with milk solids  and  sugar",AUS_F002394,"chai latte mix, with milk solids  and  sugar",exact
"chai latte, made with chai mix powder  and  cow s milk",AUS_F002396,"chai latte, made with chai mix powder  and  cow s milk",exact
"chai latte, made with chai mix powder  and  dairy milk alternative",AUS_F010959,"chai latte, made with chai mix powder  and  dairy milk alternative",exact
"chai latte, made with chai mix powder  and  water",AUS_F002399,"chai latte, made with chai mix powder  and  water",exact
cheese,AUS_F002404,"cheese, blended, regular fat",generated
cheese  blended  regular fat,AUS_F002404,"cheese, blended, regular fat",generated
cheese  blue vein,AUS_F002405,"cheese, blue vein",generated
cheese  bocconcini,AUS_F002406,"cheese, bocconcini",generated
cheese  brie,AUS_F002407,"cheese, brie",generated
cheese  camembert,AUS_F002408,"cheese, camembert",generated
cheese  cheddar  light  mainland,NZ_F1057,"cheese, cheddar, light, mainland",generated
cheese  cheddar  natural  flavoured,AUS_F002410,"cheese, cheddar, natural, flavoured",generated
cheese  cheddar  natural  plain,AUS_F002414,"cheese, cheddar, natural, plain",generated
cheese  cheddar  natural  reduced fat,AUS_F002413,"cheese, cheddar, natural, reduced fat",generated
cheese  cheddar  processed,AUS_F002428,"cheese, cheddar, processed",generated
cheese  cheddar  processed  babybel style,AUS_F002417,"cheese, cheddar, processed, babybel style",generated
cheese  cheddar  processed  reduced fat,AUS_F010049,"cheese, cheddar, processed, reduced fat",generated
cheese  cheddar  processed  stick style,AUS_F002429,"cheese, cheddar, processed, stick style",generated
cheese  cheddar  tasty,NZ_F1014,"cheese, cheddar, tasty",generated
cheese  cheddar mild,NZ_F1015,"cheese, cheddar mild",generated
cheese  colby,NZ_F1006,"cheese, colby",generated
cheese  colby style,AUS_F002434,"cheese, colby style",generated
cheese  cottage,AUS_F002435,"cheese, cottage",generated
cheese  cottage  flavoured,AUS_F002436,"cheese, cottage, flavoured",generated
cheese  cottage  lactose free,AUS_F010036,"cheese, cottage, lactose free",generated
cheese  cottage  light  1% fat,NZ_F1056,"cheese, cottage, light, 1% fat",generated
cheese  cottage  reduced fat,AUS_F002438,"cheese, cottage, reduced fat",generated
cheese  cream,NZ_F12,"cheese, cream",generated
cheese  cream  fruit flavoured,AUS_F002440,"cheese, cream, fruit flavoured",generated
cheese  cream  herb or spice flavoured,AUS_F002441,"cheese, cream, herb or spice flavoured",generated
cheese  cream  plain,AUS_F002444,"cheese, cream, plain",generated
cheese  cream  plain  lactose free,AUS_F010048,"cheese, cream, plain, lactose free",generated
cheese  cream  plain  reduced fat,AUS_F002446,"cheese, cream, plain, reduced fat",generated
cheese  cream  reduced fat 16%  country goodness,NZ_F69,"cheese, cream, reduced fat 16%, country goodness",generated
cheese  edam,AUS_F002448,"cheese, edam",generated
cheese  feta  from cows  milk  reduced fat,NZ_F1089,"cheese, feta, from cows  milk, reduced fat",generated
cheese  feta  from cows  milk  traditional,NZ_F1088,"cheese, feta, from cows  milk, traditional",generated
cheese  feta  from goats  milk,NZ_F1090,"cheese, feta, from goats  milk",generated
cheese  fetta  feta,AUS_F002452,"cheese, fetta  feta",generated
cheese  fetta  feta   lactose free,AUS_F010016,"cheese, fetta  feta , lactose free",generated
cheese  fetta  feta   marinated,AUS_F010017,"cheese, fetta  feta , marinated",generated
cheese  fetta  feta   reduced fat,AUS_F002454,"cheese, fetta  feta , reduced fat",generated
cheese  for use in garden salads,AUS_F002455,"cheese, for use in garden salads",generated
cheese  for use on sandwiches,AUS_F002459,"cheese, for use on sandwiches",generated
cheese  goat  soft,AUS_F002463,"cheese, goat, soft",generated
cheese  gouda,AUS_F002464,"cheese, gouda",generated
cheese  haloumi  from cows  milk,NZ_F1091,"cheese, haloumi, from cows  milk",generated
cheese  haloumi  halloumi,AUS_F002466,"cheese, haloumi  halloumi",generated
cheese  haloumi  halloumi   reduced salt,AUS_F010020,"cheese, haloumi  halloumi , reduced salt",generated
cheese  hard  dairy alternative,AUS_F010574,"cheese, hard, dairy alternative",generated
cheese  hard  flavoured  lactose free,AUS_F010929,"cheese, hard, flavoured, lactose free",generated
cheese  hard  lactose free,AUS_F010014,"cheese, hard, lactose free",generated
cheese  havarti,AUS_F002467,"cheese, havarti",generated
cheese  mascarpone,AUS_F010045,"cheese, mascarpone",generated
cheese  mozzarella,AUS_F002472,"cheese, mozzarella",generated
cheese  mozzarella  buffalo,AUS_F002473,"cheese, mozzarella, buffalo",generated
cheese  mozzarella  coated  fried,AUS_F010974,"cheese, mozzarella, coated, fried",generated
cheese  mozzarella  reduced fat,AUS_F002475,"cheese, mozzarella, reduced fat",generated
cheese  parmesan  dried  finely grated,AUS_F002478,"cheese, parmesan, dried, finely grated",generated
cheese  parmesan  fresh,AUS_F002479,"cheese, parmesan, fresh",generated
cheese  parmesan  from cows  milk  ungrated,NZ_F1092,"cheese, parmesan, from cows  milk, ungrated",generated
